GelC01G00002	K12818
GelC14G00976	K18213
GelC14G00978	K15042
GelC14G00979	K15042
GelC14G00990	K24444
GelC14G00995	K14004
GelC14G01001	K01265
GelC14G01002	K21483
GelC14G01007	K02259
GelC14G01010	K02259
GelC14G01012	K00850
GelC14G01013	K13101
GelC14G01015	K15777
GelC14G01018	K16285
GelC14G01019	K08486
GelC14G01020	K14819
GelC14G01021	K11886
GelC15G00000	K18998
GelC15G00001	K16296
GelC15G00003	K10884
GelC15G00005	K22943
GelC15G00006	K02947
GelC15G00010	K16365
GelC15G00011	K21437
GelC15G00012	K14559
GelC15G00013	K10257
GelC15G00014	K08518
GelC15G00017	K14689
GelC15G00020	K15100
GelC15G00021	K17506
GelC15G00025	K18270
GelC15G00029	K14809
GelC15G00037	K02927
GelC15G00043	K08238
GelC15G00047	K00565
GelC15G00051	K07375
GelC15G00054	K08065
GelC15G00055	K15109
GelC15G00058	K25783
GelC15G00064	K23518
GelC15G00065	K01809
GelC15G00066	K01809
GelC15G00068	K01809
GelC15G00069	K07198
GelC15G00071	K06173
GelC15G00072	K00873
GelC15G00074	K02927
GelC15G00075	K18211
GelC15G00077	K14863
GelC15G00085	K14406
GelC15G00086	K15121
GelC15G00088	K23490
GelC15G00094	K20495
GelC15G00095	K08873
GelC15G00097	K20495
GelC15G00098	K08873
GelC15G00099	K08873
GelC15G00103	K00434
GelC15G00106	K14638
GelC15G00110	K04649
GelC15G00112	K01469
GelC15G00116	K01593
GelC15G00119	K04368
GelC15G00124	K13344
GelC15G00125	K11855
GelC15G00126	K03680
GelC15G00130	K05391
GelC15G00140	K18588
GelC15G00146	K19043
GelC15G00150	K13412
GelC15G00156	K09503
GelC15G00161	K14539
GelC15G00164	K00759
GelC15G00171	K09755
GelC15G00173	K09755
GelC15G00175	K13648
GelC15G00176	K09755
GelC15G00177	K09755
GelC15G00178	K03120
GelC15G00180	K00965
GelC15G00181	K00261
GelC15G00188	K07513
GelC15G00193	K15175
GelC15G00196	K08851
GelC15G00198	K11714
GelC15G00203	K06176
GelC15G00205	K01807
GelC15G00209	K24725
GelC15G00216	K25162
GelC15G00218	K09013
GelC15G00221	K14066
GelC15G00224	K20496
GelC15G00227	K08711
GelC15G00230	K14404
GelC15G00232	K15501
GelC15G00233	K12840
GelC15G00234	K09338
GelC15G00235	K00591
GelC15G00237	K23146
GelC15G00238	K23146
GelC15G00243	K12471
GelC15G00245	K02154
GelC15G00250	K14431
GelC15G00251	K00891
GelC15G00254	K18753
GelC15G00256	K06316
GelC15G00259	K09338
GelC15G00261	K02997
GelC15G00262	K09487
GelC15G00264	K16585
GelC15G00265	K00430
GelC15G00268	K08486
GelC15G00273	K21596
GelC15G00274	K05658
GelC15G00281	K05391
GelC15G00290	K03254
GelC15G00300	K11251
GelC15G00305	K08202
GelC15G00310	K11462
GelC15G00323	K18810
GelC15G00324	K02884
GelC15G00328	K23327
GelC15G00329	K03234
GelC15G00334	K19995
GelC15G00335	K13648
GelC15G00338	K09540
GelC15G00340	K23338
GelC15G00346	K08244
GelC15G00352	K09419
GelC15G00361	K00831
GelC15G00364	K18342
GelC15G00367	K00457
GelC15G00369	K22855
GelC15G00371	K21752
GelC15G00372	K22596
GelC15G00376	K13201
GelC15G00382	K03265
GelC15G00384	K24193
GelC15G00388	K13114
GelC15G00392	K03327
GelC15G00396	K02868
GelC15G00401	K20855
GelC15G00405	K00753
GelC15G00415	K10881
GelC15G00416	K00558
GelC15G00419	K20131
GelC15G00421	K00121
GelC15G00425	K21343
GelC15G00430	K14320
GelC15G00431	K14320
GelC15G00435	K00888
GelC15G00436	K14400
GelC15G00438	K10755
GelC15G00449	K11838
GelC15G00451	K12200
GelC15G00453	K05864
GelC15G00458	K01693
GelC15G00461	K17680
GelC15G00464	K02904
GelC15G00465	K15272
GelC15G00467	K13108
GelC15G00468	K13099
GelC15G00470	K17098
GelC15G00483	K01187
GelC15G00487	K18447
GelC15G00488	K15631
GelC15G00489	K01749
GelC15G00492	K20302
GelC15G00497	K20027
GelC15G00498	K23200
GelC15G00499	K00968
GelC15G00503	K02083
GelC15G00506	K14787
GelC15G00512	K04121
GelC15G00515	K22389
GelC15G00518	K14638
GelC15G00519	K03353
GelC15G00521	K02258
GelC15G00527	K01087
GelC15G00529	K19026
GelC15G00531	K00549
GelC15G00534	K23408
GelC15G00535	K03809
GelC15G00538	K13168
GelC15G00543	K02132
GelC15G00547	K18160
GelC15G00550	K10403
GelC15G00554	K15688
GelC15G00555	K03143
GelC15G00556	K09422
GelC15G00557	K09422
GelC15G00565	K15334
GelC15G00572	K10532
GelC15G00574	K01187
GelC15G00575	K25006
GelC15G00580	K13648
GelC15G00581	K23870
GelC15G00588	K08267
GelC15G00593	K05933
GelC15G00594	K05933
GelC15G00595	K05933
GelC15G00596	K25815
GelC15G00602	K09419
GelC15G00606	K21604
GelC15G00607	K07152
GelC15G00612	K09838
GelC15G00613	K09286
GelC15G00615	K03644
GelC15G00617	K15188
GelC15G00618	K17262
GelC15G00627	K01942
GelC15G00628	K15559
GelC15G00636	K18592
GelC15G00637	K14834
GelC15G00639	K08065
GelC15G00647	K14801
GelC15G00648	K01051
GelC15G00649	K09338
GelC15G00651	K15378
GelC15G00652	K15378
GelC15G00655	K20474
GelC15G00657	K02997
GelC15G00658	K17279
GelC15G00660	K12834
GelC15G00661	K02433
GelC15G00662	K11290
GelC15G00664	K11290
GelC15G00665	K04713
GelC15G00666	K04713
GelC15G00670	K13648
GelC15G00671	K17675
GelC15G00673	K00799
GelC15G00674	K01551
GelC15G00675	K09874
GelC15G00678	K15015
GelC15G00679	K15015
GelC15G00682	K13680
GelC15G00684	K02183
GelC15G00685	K09422
GelC15G00692	K01648
GelC15G00693	K01648
GelC15G00697	K09422
GelC15G00698	K09579
GelC15G00699	K10357
GelC15G00700	K07300
GelC15G00714	K00894
GelC15G00718	K07052
GelC15G00719	K07052
GelC15G00720	K15028
GelC15G00723	K13464
GelC15G00725	K17609
GelC15G00729	K20888
GelC15G00731	K11420
GelC15G00735	K11000
GelC15G00740	K02140
GelC15G00741	K00753
GelC15G00747	K14799
GelC15G00748	K03029
GelC15G00749	K13181
GelC15G00752	K12183
GelC15G00753	K12614
GelC15G00754	K17278
GelC15G00757	K00028
GelC15G00764	K07542
GelC15G00767	K14516
GelC15G00773	K11673
GelC15G00774	K14509
GelC15G00779	K07910
GelC15G00781	K11806
GelC15G00783	K01728
GelC15G00784	K14638
GelC15G00787	K14638
GelC15G00788	K14638
GelC15G00790	K14638
GelC15G00792	K00008
GelC15G00794	K15277
GelC15G00795	K15338
GelC15G00799	K05034
GelC15G00806	K01904
GelC15G00807	K01904
GelC15G00808	K23289
GelC15G00809	K00700
GelC15G00810	K23333
GelC15G00814	K25507
GelC15G00815	K22384
GelC15G00816	K00726
GelC15G00819	K00851
GelC15G00823	K04506
GelC15G00824	K08711
GelC15G00825	K08711
GelC15G00826	K08711
GelC15G00827	K08762
GelC15G00830	K22048
GelC15G00831	K08489
GelC15G00832	K06685
GelC15G00833	K03686
GelC15G00837	K06066
GelC15G00838	K12821
GelC15G00839	K24104
GelC15G00840	K10752
GelC15G00843	K12816
GelC15G00844	K25785
GelC15G00853	K09487
GelC15G00856	K14432
GelC15G00858	K18757
GelC15G00862	K23151
GelC15G00865	K14572
GelC15G00866	K14572
GelC15G00869	K09580
GelC15G00870	K20291
GelC15G00871	K01358
GelC15G00873	K13519
GelC16G00001	K01126
GelC16G00002	K13111
GelC16G00003	K03522
GelC16G00006	K02993
GelC16G00007	K02993
GelC16G00009	K01599
GelC16G00010	K04499
GelC16G00016	K02896
GelC16G00018	K14549
GelC16G00024	K24139
GelC16G00025	K22450
GelC16G00032	K02469
GelC16G00033	K12741
GelC16G00039	K13412
GelC16G00040	K22817
GelC16G00042	K01640
GelC16G00045	K08286
GelC16G00047	K24774
GelC16G00049	K03245
GelC16G00053	K14945
GelC16G00058	K07195
GelC16G00059	K13448
GelC16G00062	K13424
GelC16G00067	K12179
GelC16G00069	K13342
GelC16G00070	K07305
GelC16G00071	K11322
GelC16G00072	K04079
GelC16G00073	K15448
GelC16G00077	K10520
GelC16G00080	K07904
GelC16G00083	K14431
GelC16G00084	K14514
GelC16G00089	K14514
GelC16G00090	K08997
GelC16G00091	K14638
GelC16G00096	K23460
GelC16G00100	K04460
GelC16G00101	K00384
GelC16G00103	K12836
GelC16G00105	K03841
GelC16G00108	K09422
GelC16G00110	K23314
GelC16G00111	K00365
GelC16G00112	K14190
GelC16G00113	K09142
GelC16G00114	K07766
GelC16G00118	K17098
GelC16G00120	K15078
GelC16G00121	K05643
GelC16G00122	K01649
GelC16G00124	K03013
GelC16G00126	K16750
GelC16G00127	K02914
GelC16G00131	K09841
GelC16G00132	K13448
GelC16G00134	K14487
GelC16G00135	K23978
GelC16G00137	K02878
GelC16G00140	K24405
GelC16G00141	K24940
GelC16G00142	K03549
GelC16G00147	K02541
GelC16G00148	K06174
GelC16G00149	K22138
GelC16G00150	K11816
GelC16G00151	K08741
GelC16G00152	K19619
GelC16G00153	K20224
GelC16G00155	K08856
GelC16G00161	K23280
GelC16G00167	K14398
GelC16G00168	K11267
GelC16G00172	K02183
GelC16G00176	K01011
GelC16G00179	K05681
GelC16G00180	K01114
GelC16G00182	K07199
GelC16G00183	K14686
GelC16G00193	K14497
GelC16G00195	K13508
GelC16G00196	K03364
GelC16G00202	K12900
GelC16G00206	K20715
GelC16G00208	K10398
GelC16G00210	K03127
GelC16G00213	K09422
GelC16G00216	K21866
GelC16G00217	K21866
GelC16G00224	K00770
GelC16G00229	K01557
GelC16G00231	K15544
GelC16G00233	K08675
GelC16G00235	K07466
GelC16G00236	K01578
GelC16G00240	K01304
GelC16G00241	K13153
GelC16G00242	K00895
GelC16G00244	K00696
GelC16G00256	K09286
GelC16G00257	K02960
GelC16G00260	K10589
GelC16G00262	K12823
GelC16G00264	K10882
GelC16G00270	K03347
GelC16G00271	K00859
GelC16G00272	K08511
GelC16G00274	K11376
GelC16G00277	K02738
GelC16G00278	K12826
GelC16G00281	K24184
GelC16G00282	K01011
GelC16G00288	K10393
GelC16G00298	K15141
GelC16G00301	K06269
GelC16G00302	K19985
GelC16G00304	K02891
GelC16G00305	K10527
GelC16G00317	K00814
GelC16G00320	K20871
GelC16G00321	K14767
GelC16G00323	K00228
GelC16G00324	K03061
GelC16G00326	K09667
GelC16G00330	K19036
GelC16G00335	K24917
GelC16G00336	K10739
GelC16G00338	K23115
GelC16G00346	K04498
GelC16G00349	K01535
GelC16G00364	K11507
GelC16G00367	K19041
GelC16G00374	K03231
GelC16G00375	K10523
GelC16G00384	K13436
GelC16G00386	K06127
GelC16G00389	K01363
GelC16G00408	K11108
GelC16G00410	K20027
GelC16G00411	K14504
GelC16G00412	K15202
GelC16G00417	K21866
GelC16G00424	K17491
GelC16G00431	K02358
GelC16G00432	K22399
GelC16G00433	K09422
GelC16G00434	K07025
GelC16G00435	K05387
GelC16G00437	K00789
GelC16G00439	K24737
GelC16G00441	K24316
GelC16G00452	K03091
GelC16G00468	K00963
GelC16G00469	K08339
GelC16G00470	K03039
GelC16G00471	K01012
GelC16G00472	K06269
GelC16G00476	K00134
GelC16G00480	K03136
GelC16G00481	K11593
GelC16G00482	K00695
GelC16G00486	K00134
GelC16G00489	K14213
GelC16G00500	K02183
GelC16G00502	K02183
GelC16G00510	K20869
GelC16G00516	K14803
GelC16G00517	K02977
GelC16G00525	K21843
GelC16G00530	K01940
GelC16G00532	K18182
GelC16G00535	K09422
GelC16G00536	K04125
GelC16G00538	K12608
GelC16G00539	K01897
GelC16G00540	K01897
GelC16G00541	K00430
GelC16G00542	K14376
GelC16G00543	K18674
GelC16G00544	K24104
GelC16G00546	K21232
GelC16G00555	K00939
GelC16G00557	K15332
GelC16G00558	K07152
GelC16G00561	K19222
GelC16G00562	K01881
GelC16G00565	K22207
GelC16G00574	K02835
GelC16G00575	K01213
GelC16G00576	K00898
GelC16G00581	K02900
GelC16G00585	K13113
GelC16G00593	K00856
GelC16G00594	K00856
GelC16G00599	K24184
GelC16G00602	K08960
GelC16G00606	K20069
GelC16G00609	K14411
GelC16G00614	K10999
GelC16G00615	K13345
GelC16G00621	K00121
GelC16G00623	K13412
GelC16G00624	K10576
GelC16G00625	K05387
GelC16G00626	K03963
GelC16G00628	K23618
GelC16G00630	K00012
GelC16G00634	K13754
GelC16G00638	K13754
GelC16G00645	K01648
GelC16G00651	K15402
GelC16G00655	K23677
GelC16G00657	K16221
GelC16G00658	K22066
GelC16G00659	K04797
GelC16G00662	K03010
GelC16G00663	K05765
GelC16G00669	K04122
GelC16G00670	K08235
GelC16G00671	K15691
GelC16G00673	K20889
GelC16G00674	K20717
GelC16G00678	K10875
GelC16G00679	K05731
GelC16G00682	K16075
GelC16G00683	K15040
GelC16G00685	K20182
GelC16G00687	K18532
GelC16G00695	K16281
GelC16G00698	K10577
GelC16G00701	K20858
GelC16G00702	K21842
GelC16G00703	K02900
GelC16G00706	K12947
GelC16G00708	K11099
GelC16G00709	K04683
GelC16G00710	K22048
GelC16G00711	K03549
GelC16G00719	K20725
GelC16G00724	K20557
GelC16G00732	K12181
GelC16G00733	K14948
GelC16G00735	K01897
GelC16G00736	K02155
GelC16G00739	K14498
GelC16G00742	K15849
GelC16G00743	K15849
GelC16G00744	K24741
GelC16G00747	K05681
GelC16G00748	K10896
GelC16G00749	K17087
GelC16G00750	K15865
GelC16G00752	K00434
GelC16G00754	K10728
GelC16G00756	K11414
GelC16G00759	K09264
GelC16G00760	K24917
GelC16G00762	K03495
GelC16G00763	K09580
GelC16G00766	K14325
GelC16G00768	K08734
GelC16G00771	K14328
GelC17G00003	K01079
GelC17G00006	K12486
GelC17G00011	K03027
GelC17G00013	K19861
GelC17G00016	K03921
GelC17G00017	K03885
GelC17G00023	K09422
GelC17G00025	K15601
GelC17G00026	K15014
GelC17G00029	K18812
GelC17G00030	K02941
GelC17G00034	K17108
GelC17G00035	K15429
GelC17G00037	K07541
GelC17G00046	K03809
GelC17G00048	K14487
GelC17G00057	K24345
GelC17G00059	K15191
GelC17G00065	K07976
GelC17G00068	K01051
GelC17G00076	K13506
GelC17G00090	K13412
GelC17G00094	K04532
GelC17G00096	K20855
GelC17G00097	K09422
GelC17G00098	K17500
GelC17G00100	K01265
GelC17G00101	K01586
GelC17G00103	K00074
GelC17G00105	K05863
GelC17G00106	K08838
GelC17G00112	K15109
GelC17G00113	K03453
GelC17G00114	K20098
GelC17G00116	K14272
GelC17G00117	K03233
GelC17G00118	K03233
GelC17G00121	K14721
GelC17G00125	K25186
GelC17G00128	K10775
GelC17G00132	K12670
GelC17G00134	K13093
GelC17G00136	K20891
GelC17G00138	K08511
GelC17G00141	K12603
GelC17G00142	K19986
GelC17G00145	K11594
GelC17G00146	K19892
GelC17G00147	K12900
GelC17G00148	K12830
GelC17G00149	K12501
GelC17G00150	K24406
GelC17G00151	K14857
GelC17G00152	K14857
GelC17G00158	K02868
GelC17G00160	K00514
GelC17G00161	K03787
GelC17G00163	K14963
GelC17G00166	K10601
GelC17G00168	K02641
GelC17G00169	K14852
GelC17G00170	K14487
GelC17G00171	K09498
GelC17G00172	K02606
GelC17G00173	K17607
GelC17G00174	K25770
GelC17G00179	K09286
GelC17G00185	K01850
GelC17G00188	K06694
GelC17G00195	K20288
GelC17G00196	K01695
GelC17G00197	K03943
GelC17G00198	K18151
GelC17G00199	K03671
GelC17G00202	K22390
GelC17G00203	K21444
GelC17G00206	K13783
GelC17G00208	K08735
GelC17G00213	K22763
GelC17G00217	K25409
GelC17G00218	K08333
GelC17G00219	K11000
GelC17G00220	K11000
GelC17G00223	K11000
GelC17G00224	K11000
GelC17G00225	K01076
GelC17G00227	K15400
GelC17G00230	K12581
GelC17G00232	K02962
GelC17G00234	K01870
GelC17G00243	K03687
GelC17G00245	K17499
GelC17G00246	K13065
GelC17G00249	K11346
GelC17G00251	K01611
GelC17G00252	K10839
GelC17G00254	K02916
GelC17G00257	K17278
GelC17G00263	K13292
GelC17G00266	K09286
GelC17G00269	K15015
GelC17G00271	K22698
GelC17G00272	K22698
GelC17G00275	K22900
GelC17G00276	K00901
GelC17G00277	K18633
GelC17G00291	K17506
GelC17G00293	K04392
GelC17G00294	K03715
GelC17G00312	K13413
GelC17G00313	K01230
GelC17G00316	K07253
GelC17G00318	K04536
GelC17G00320	K13950
GelC17G00323	K25476
GelC17G00324	K22285
GelC17G00327	K12185
GelC17G00328	K08869
GelC17G00329	K22596
GelC17G00330	K13201
GelC17G00331	K03635
GelC17G00333	K24406
GelC17G00350	K02262
GelC17G00352	K12666
GelC17G00366	K13436
GelC17G00371	K14826
GelC17G00375	K08472
GelC17G00390	K12900
GelC17G00394	K16833
GelC17G00395	K03676
GelC17G00396	K03676
GelC17G00401	K12655
GelC17G00404	K14485
GelC17G00411	K03141
GelC17G00416	K09422
GelC17G00420	K13103
GelC17G00421	K07937
GelC17G00426	K09391
GelC17G00428	K03438
GelC17G00429	K14321
GelC17G00434	K02641
GelC17G00435	K14852
GelC17G00436	K14852
GelC17G00439	K21842
GelC17G00444	K10578
GelC17G00445	K05953
GelC17G00450	K22762
GelC17G00458	K01392
GelC17G00467	K03969
GelC17G00477	K00430
GelC17G00478	K00430
GelC17G00479	K08517
GelC17G00486	K00908
GelC17G00493	K20360
GelC17G00499	K00847
GelC17G00500	K22071
GelC17G00501	K04991
GelC17G00502	K15920
GelC17G00504	K10389
GelC17G00506	K22531
GelC17G00512	K00142
GelC17G00513	K01051
GelC17G00514	K23050
GelC17G00515	K09060
GelC17G00518	K01076
GelC17G00520	K13250
GelC17G00523	K04506
GelC17G00524	K15190
GelC17G00526	K23563
GelC17G00531	K10704
GelC17G00538	K14500
GelC17G00540	K14638
GelC17G00542	K12493
GelC17G00546	K09419
GelC17G00547	K01244
GelC17G00550	K20791
GelC17G00551	K25079
GelC17G00557	K10739
GelC17G00560	K19022
GelC17G00561	K02955
GelC17G00564	K20184
GelC17G00566	K03135
GelC17G00570	K05752
GelC17G00578	K14399
GelC17G00580	K10590
GelC17G00582	K23292
GelC17G00583	K23292
GelC17G00586	K19986
GelC17G00587	K07561
GelC17G00588	K08869
GelC17G00589	K08869
GelC17G00590	K07573
GelC17G00593	K02291
GelC17G00596	K20600
GelC17G00597	K24794
GelC17G00600	K20353
GelC17G00601	K11438
GelC17G00603	K20294
GelC17G00604	K14291
GelC17G00606	K08341
GelC17G00609	K14484
GelC17G00611	K01193
GelC17G00621	K24815
GelC17G00629	K24195
GelC17G00633	K16818
GelC17G00636	K03549
GelC17G00641	K24184
GelC17G00642	K03023
GelC17G00648	K05681
GelC17G00649	K07904
GelC17G00651	K13116
GelC17G00653	K14502
GelC17G00658	K00262
GelC17G00659	K13192
GelC17G00660	K15174
GelC17G00669	K23164
GelC17G00676	K14546
GelC18G00000	K21444
GelC18G00001	K12662
GelC18G00003	K19042
GelC18G00004	K09539
GelC18G00006	K02291
GelC18G00010	K10401
GelC18G00012	K16296
GelC18G00013	K02151
GelC18G00021	K21989
GelC18G00022	K00511
GelC18G00024	K14411
GelC18G00027	K00799
GelC18G00032	K10666
GelC18G00035	K20893
GelC18G00040	K12898
GelC18G00043	K02877
GelC18G00044	K19589
GelC18G00045	K18477
GelC18G00054	K02952
GelC18G00055	K14169
GelC18G00058	K09422
GelC18G00062	K12177
GelC18G00066	K03100
GelC18G00070	K07952
GelC18G00071	K11876
GelC18G00072	K01723
GelC18G00080	K22949
GelC18G00083	K03671
GelC18G00085	K00140
GelC18G00086	K22314
GelC18G00088	K20362
GelC18G00090	K13126
GelC18G00091	K21483
GelC18G00092	K25058
GelC18G00093	K01754
GelC18G00102	K14003
GelC18G00104	K10999
GelC18G00111	K13448
GelC18G00116	K11251
GelC18G00118	K05841
GelC18G00120	K02866
GelC18G00127	K20363
GelC18G00131	K05857
GelC18G00132	K06100
GelC18G00138	K05359
GelC18G00139	K20536
GelC18G00141	K10878
GelC18G00145	K12129
GelC18G00146	K11377
GelC18G00147	K25216
GelC18G00152	K00133
GelC18G00153	K16279
GelC18G00154	K20303
GelC18G00155	K18577
GelC18G00158	K03403
GelC18G00159	K03403
GelC18G00169	K20782
GelC18G00170	K00889
GelC18G00171	K01190
GelC18G00174	K14492
GelC18G00175	K11498
GelC18G00176	K08342
GelC18G00178	K12486
GelC18G00180	K01051
GelC18G00182	K00286
GelC18G00187	K13448
GelC18G00188	K02183
GelC18G00199	K02885
GelC18G00204	K06207
GelC18G00206	K13963
GelC18G00207	K13963
GelC18G00208	K13963
GelC18G00210	K01679
GelC18G00211	K14801
GelC18G00213	K01051
GelC18G00215	K09840
GelC18G00218	K04711
GelC18G00221	K20553
GelC18G00223	K15901
GelC18G00225	K15683
GelC18G00226	K01738
GelC18G00230	K14830
GelC18G00236	K00030
GelC18G00238	K00030
GelC18G00251	K12191
GelC18G00260	K08790
GelC18G00261	K03424
GelC18G00274	K12606
GelC18G00276	K01115
GelC18G00279	K00981
GelC18G00283	K01051
GelC18G00285	K10895
GelC18G00287	K11393
GelC18G00288	K11393
GelC18G00289	K10418
GelC18G00290	K02966
GelC18G00291	K11251
GelC18G00295	K22390
GelC18G00298	K13462
GelC18G00299	K10357
GelC18G00302	K13648
GelC18G00305	K05391
GelC18G00307	K03439
GelC18G00308	K12581
GelC18G00309	K12581
GelC18G00310	K03439
GelC18G00311	K14549
GelC18G00322	K24193
GelC18G00354	K12581
GelC18G00361	K12581
GelC18G00371	K12581
GelC18G00377	K12581
GelC18G00383	K12581
GelC18G00448	K18417
GelC18G00459	K01963
GelC18G00468	K14964
GelC18G00475	K17301
GelC18G00476	K01520
GelC18G00477	K17301
GelC18G00479	K11838
GelC18G00480	K02435
GelC18G00481	K16275
GelC18G00487	K02605
GelC18G00492	K02257
GelC18G00526	K20867
GelC18G00528	K01873
GelC18G00533	K14964
GelC18G00542	K24081
GelC18G00544	K16743
GelC18G00549	K11490
GelC18G00553	K24081
GelC18G00554	K24081
GelC18G00555	K14776
GelC18G00556	K03327
GelC18G00560	K24826
GelC18G00567	K21437
GelC18G00570	K22184
GelC18G00574	K00943
GelC18G00579	K14824
GelC18G00580	K02988
GelC18G00582	K16812
GelC18G00583	K11799
GelC18G00584	K09286
GelC18G00587	K00430
GelC18G00602	K15272
GelC18G00609	K20843
GelC18G00610	K08511
GelC18G00611	K04382
GelC18G00612	K17408
GelC18G00628	K03000
GelC18G00629	K14497
GelC18G00630	K05391
GelC18G00631	K07964
GelC18G00633	K11584
GelC18G00634	K16277
GelC18G00635	K14445
GelC18G00637	K20726
GelC18G00639	K03671
GelC18G00641	K22390
GelC18G00645	K00759
GelC18G00652	K22936
GelC18G00654	K06688
GelC18G00659	K00006
GelC18G00660	K01537
GelC18G00664	K00705
GelC18G00672	K14802
GelC18G00673	K01537
GelC18G00674	K15710
GelC18G00676	K03671
GelC18G00681	K01537
GelC18G00682	K01537
GelC18G00683	K24139
GelC18G00687	K23280
GelC18G00692	K03264
GelC18G00693	K08288
GelC18G00696	K14317
GelC18G00698	K00326
GelC18G00700	K15044
GelC18G00701	K23538
GelC18G00702	K12741
GelC18G00706	K14408
GelC18G00707	K00942
GelC18G00709	K20367
GelC18G00712	K04035
GelC18G00715	K07199
GelC18G00717	K02183
GelC18G00718	K18417
GelC18G00719	K01102
GelC18G00721	K11671
GelC18G00725	K02918
GelC18G00727	K18059
GelC18G00738	K01658
GelC18G00740	K01507
GelC18G00742	K11373
GelC18G00743	K12881
GelC18G00749	K20891
GelC18G00751	K02920
GelC18G00758	K03850
GelC18G00760	K07466
GelC18G00763	K07025
GelC18G00769	K17943
GelC18G00773	K08081
GelC18G00778	K09422
GelC18G00779	K15336
GelC19G00006	K20280
GelC19G00009	K20280
GelC19G00021	K13025
GelC19G00022	K13025
GelC19G00023	K15803
GelC19G00027	K15803
GelC19G00028	K05749
GelC19G00029	K05749
GelC19G00030	K05749
GelC19G00049	K14794
GelC19G00050	K14794
GelC19G00051	K14794
GelC19G00052	K14794
GelC19G00056	K00029
GelC19G00060	K00020
GelC19G00061	K00029
GelC19G00062	K23260
GelC19G00065	K01427
GelC19G00066	K00029
GelC19G00069	K00029
GelC19G00070	K00029
GelC19G00071	K00020
GelC19G00075	K23260
GelC19G00076	K23260
GelC19G00077	K15803
GelC19G00078	K15803
GelC19G00081	K08991
GelC19G00085	K15803
GelC19G00086	K14404
GelC19G00091	K03881
GelC19G00093	K02112
GelC19G00096	K01427
GelC19G00098	K15803
GelC19G00100	K14403
GelC19G00101	K14403
GelC19G00106	K00029
GelC19G00107	K23260
GelC19G00108	K00020
GelC19G00109	K00020
GelC19G00114	K00020
GelC19G00115	K23260
GelC19G00117	K00029
GelC19G00118	K00020
GelC19G00134	K15803
GelC19G00135	K15803
GelC19G00138	K13025
GelC19G00147	K01358
GelC19G00149	K01427
GelC19G00151	K14794
GelC19G00153	K12627
GelC19G00177	K12627
GelC20G00005	K02982
GelC20G00008	K02965
GelC20G00011	K03935
GelC20G00013	K03935
GelC20G00015	K03935
GelC20G00017	K02950
GelC20G00018	K03880
GelC20G00019	K02109
GelC20G00024	K03879
GelC20G00025	K03879
GelC20G00028	K02132
GelC21G00003	K03878
GelC21G00004	K02262
GelC23G00001	K03884
GelC23G00004	K02126
GelC23G00005	K02946
GelC24G00003	K02948
GelC24G00005	K03881
GelC24G00006	K02952
GelC26G00002	K01601
GelC28G00000	K02256
GelC28G00002	K02112
GelC29G00000	K01963
GelC29G00001	K01358
GelC30G00001	K00412
GelC30G00002	K02954
GelC32G00001	K03883
GelC36G00000	K02986
